"","Station","DT","Temperature","Salinity","Conductivity","Speed.of.sound","calibrated","flags_CondSal","flags_Temperature"
"1","EELD1",2018-08-11 16:00:00,5.69,23.6299428288945,23.86,1458.82,NA,NA,NA
"2","EELD1",2018-08-11 17:00:00,5.08,25.560968349776,25.21,1458.76,NA,NA,NA
"3","EELD1",2018-08-11 18:00:00,5.04,25.6696568632788,25.28,1458.76,NA,NA,NA
"4","EELD1",2018-08-11 19:00:00,4.97,25.8130117393937,25.36,1458.64,NA,NA,NA
"5","EELD1",2018-08-11 20:00:00,4.9,25.8337334728967,25.33,1458.36,NA,NA,NA
"6","EELD1",2018-08-11 21:00:00,4.86,25.8199685515061,25.29,1458.19,NA,NA,NA
"7","EELD1",2018-08-11 22:00:00,4.82,25.8061633010009,25.25,1458.02,NA,NA,NA
"8","EELD1",2018-08-11 23:00:00,4.82,25.851054083094,25.29,1458.07,NA,NA,NA
"9","EELD1",2018-08-12 00:00:00,4.79,25.8744067508948,25.29,1457.96,NA,NA,NA
"10","EELD1",2018-08-12 01:00:00,4.79,25.8744067508948,25.29,1457.96,NA,NA,NA
"11","EELD1",2018-08-12 02:00:00,4.75,25.9055951148733,25.29,1457.85,NA,NA,NA
"12","EELD1",2018-08-12 03:00:00,4.75,25.9505900461978,25.33,1457.9,NA,NA,NA
"13","EELD1",2018-08-12 04:00:00,4.75,25.9505900461978,25.33,1457.9,NA,NA,NA
"14","EELD1",2018-08-12 05:00:00,4.75,25.9505900461978,25.33,1457.9,NA,NA,NA
"15","EELD1",2018-08-12 06:00:00,4.75,25.9505900461978,25.33,1457.9,NA,NA,NA
"16","EELD1",2018-08-12 07:00:00,4.79,25.8744067508948,25.29,1457.96,NA,NA,NA
"17","EELD1",2018-08-12 08:00:00,4.82,25.851054083094,25.29,1458.07,NA,NA,NA
"18","EELD1",2018-08-12 09:00:00,4.86,25.775131862771,25.25,1458.13,NA,NA,NA
"19","EELD1",2018-08-12 10:00:00,4.9,25.6658112970837,25.18,1458.14,NA,NA,NA
"20","EELD1",2018-08-12 11:00:00,4.93,25.5979735714326,25.14,1458.2,NA,NA,NA
"21","EELD1",2018-08-12 12:00:00,5,25.4550277323529,25.06,1458.32,NA,NA,NA
"22","EELD1",2018-08-12 13:00:00,5.04,25.4690639013334,25.1,1458.49,NA,NA,NA
"23","EELD1",2018-08-12 14:00:00,5.11,25.4045920650592,25.09,1458.71,NA,NA,NA
"24","EELD1",2018-08-12 15:00:00,5.11,25.4935299300964,25.17,1458.82,NA,NA,NA
"25","EELD1",2018-08-12 16:00:00,5.11,25.4935299300964,25.17,1458.82,NA,NA,NA
"26","EELD1",2018-08-12 17:00:00,5.15,25.3741946150543,25.09,1458.83,NA,NA,NA
"27","EELD1",2018-08-12 18:00:00,5.15,25.3408923162236,25.06,1458.77,NA,NA,NA
"28","EELD1",2018-08-12 19:00:00,5.18,25.1518767654896,24.91,1458.68,NA,NA,NA
"29","EELD1",2018-08-12 20:00:00,5.18,25.1518767654896,24.91,1458.68,NA,NA,NA
"30","EELD1",2018-08-12 21:00:00,5.18,25.1851234626086,24.94,1458.73,NA,NA,NA
"31","EELD1",2018-08-12 22:00:00,5.18,25.1851234626086,24.94,1458.73,NA,NA,NA
"32","EELD1",2018-08-12 23:00:00,5.18,25.1851234626086,24.94,1458.73,NA,NA,NA
"33","EELD1",2018-08-13 00:00:00,5.18,25.1851234626086,24.94,1458.73,NA,NA,NA
"34","EELD1",2018-08-13 01:00:00,5.22,25.1107501946184,24.9,1458.79,NA,NA,NA
"35","EELD1",2018-08-13 02:00:00,5.26,25.1692136208852,24.98,1459.01,NA,NA,NA
"36","EELD1",2018-08-13 03:00:00,5.29,25.1798286395876,25.01,1459.17,NA,NA,NA
"37","EELD1",2018-08-13 04:00:00,5.29,25.1024881405881,24.94,1459.07,NA,NA,NA
"38","EELD1",2018-08-13 05:00:00,5.33,25.0725444462987,24.94,1459.18,NA,NA,NA
"39","EELD1",2018-08-13 06:00:00,5.33,25.0284151879124,24.9,1459.13,NA,NA,NA
"40","EELD1",2018-08-13 07:00:00,5.37,24.9214681348315,24.83,1459.14,NA,NA,NA
"41","EELD1",2018-08-13 08:00:00,5.4,24.8111824105777,24.75,1459.15,NA,NA,NA
"42","EELD1",2018-08-13 09:00:00,5.4,24.7341988932894,24.68,1459.04,NA,NA,NA
"43","EELD1",2018-08-13 10:00:00,5.44,24.5839766466403,24.57,1459.01,NA,NA,NA
"44","EELD1",2018-08-13 11:00:00,5.44,24.5071564643097,24.5,1458.9,NA,NA,NA
"45","EELD1",2018-08-13 12:00:00,5.47,23.577356531927,23.67,1457.85,NA,NA,NA
"46","EELD1",2018-08-13 13:00:00,5.51,23.0158042758895,23.18,1457.29,NA,NA,NA
"47","EELD1",2018-08-13 14:00:00,5.47,22.4344444047775,22.62,1456.39,NA,NA,NA
"48","EELD1",2018-08-13 15:00:00,5.47,21.6111947007611,21.86,1455.33,NA,NA,NA
"49","EELD1",2018-08-13 16:00:00,5.47,19.2795136998454,19.69,1452.33,NA,NA,NA
"50","EELD1",2018-08-13 17:00:00,5.47,18.9700733986208,19.4,1451.94,NA,NA,NA
"51","EELD1",2018-08-13 18:00:00,5.47,18.8954588480064,19.33,1451.85,NA,NA,NA
"52","EELD1",2018-08-13 19:00:00,5.44,18.9870209300679,19.4,1451.82,NA,NA,NA
"53","EELD1",2018-08-13 20:00:00,5.4,18.8708204775495,19.27,1451.51,NA,NA,NA
"54","EELD1",2018-08-13 21:00:00,5.33,18.8460671394964,19.21,1451.18,NA,NA,NA
"55","EELD1",2018-08-13 22:00:00,5.29,18.7508390918652,19.1,1450.91,NA,NA,NA
"56","EELD1",2018-08-13 23:00:00,5.26,18.7676430951812,19.1,1450.78,NA,NA,NA
"57","EELD1",2018-08-14 00:00:00,5.22,18.768642126575,19.08,1450.63,NA,NA,NA
"58","EELD1",2018-08-14 01:00:00,5.18,18.7911010854268,19.08,1450.5,NA,NA,NA
"59","EELD1",2018-08-14 02:00:00,5.15,18.7650044796191,19.04,1450.32,NA,NA,NA
"60","EELD1",2018-08-14 03:00:00,5.11,18.8305062495732,19.08,1450.25,NA,NA,NA
"61","EELD1",2018-08-14 04:00:00,5.11,18.8305062495732,19.08,1450.25,NA,NA,NA
"62","EELD1",2018-08-14 05:00:00,5.08,18.8259034605871,19.06,1450.1,NA,NA,NA
"63","EELD1",2018-08-14 06:00:00,4.82,19.2340069616314,19.3,1449.54,NA,NA,NA
"64","EELD1",2018-08-14 07:00:00,4.68,19.3153099899025,19.3,1449.03,NA,NA,NA
"65","EELD1",2018-08-14 08:00:00,4.53,19.3591891543712,19.26,1448.46,NA,NA,NA
"66","EELD1",2018-08-14 09:00:00,4.53,19.4139812150437,19.31,1448.52,NA,NA,NA
"67","EELD1",2018-08-14 10:00:00,4.57,19.3905171382817,19.31,1448.65,NA,NA,NA
"68","EELD1",2018-08-14 11:00:00,4.68,19.3153099899025,19.3,1449.03,NA,NA,NA
"69","EELD1",2018-08-14 12:00:00,4.79,19.1426764197682,19.2,1449.26,NA,NA,NA
"70","EELD1",2018-08-14 13:00:00,4.86,19.1457813638282,19.24,1449.57,NA,NA,NA
"71","EELD1",2018-08-14 14:00:00,4.9,19.3287375006435,19.43,1449.97,NA,NA,NA
"72","EELD1",2018-08-14 15:00:00,4.9,19.7413490731842,19.81,1450.51,NA,NA,NA
"73","EELD1",2018-08-14 16:00:00,4.97,19.7758379985373,19.88,1450.85,NA,NA,NA
"74","EELD1",2018-08-14 17:00:00,5,19.8339529137024,19.95,1451.07,NA,NA,NA
"75","EELD1",2018-08-14 18:00:00,5.08,19.8513772724855,20.01,1451.42,NA,NA,NA
"76","EELD1",2018-08-14 19:00:00,5.15,19.7342231147163,19.94,1451.57,NA,NA,NA
"77","EELD1",2018-08-14 20:00:00,5.18,19.6410246969052,19.87,1451.6,NA,NA,NA
"78","EELD1",2018-08-14 21:00:00,5.18,19.5978972115798,19.83,1451.53,NA,NA,NA
"79","EELD1",2018-08-14 22:00:00,5.18,19.6733768075353,19.9,1451.63,NA,NA,NA
"80","EELD1",2018-08-14 23:00:00,5.18,19.6949479729053,19.92,1451.66,NA,NA,NA
"81","EELD1",2018-08-15 00:00:00,5.15,19.7126301372428,19.92,1451.54,NA,NA,NA
"82","EELD1",2018-08-15 01:00:00,5.15,19.7126301372428,19.92,1451.54,NA,NA,NA
"83","EELD1",2018-08-15 02:00:00,5.11,19.7146289226778,19.9,1451.38,NA,NA,NA
"84","EELD1",2018-08-15 03:00:00,5.11,19.6389912987748,19.83,1451.29,NA,NA,NA
"85","EELD1",2018-08-15 04:00:00,5.11,19.6605989474919,19.85,1451.32,NA,NA,NA
"86","EELD1",2018-08-15 05:00:00,5.11,19.7146289226778,19.9,1451.38,NA,NA,NA
"87","EELD1",2018-08-15 06:00:00,5.11,19.7362452512801,19.92,1451.41,NA,NA,NA
"88","EELD1",2018-08-15 07:00:00,5.11,19.757864057431,19.94,1451.45,NA,NA,NA
"89","EELD1",2018-08-15 08:00:00,5.11,19.7902969097227,19.97,1451.48,NA,NA,NA
"90","EELD1",2018-08-15 09:00:00,5.18,19.9431937855122,20.15,1451.99,NA,NA,NA
"91","EELD1",2018-08-15 10:00:00,5.26,19.7986244928225,20.06,1452.1,NA,NA,NA
"92","EELD1",2018-08-15 11:00:00,4.79,20.8895279230091,20.8,1451.52,NA,NA,NA
"93","EELD1",2018-08-15 12:00:00,3.87,22.2492488235967,21.48,1449.34,NA,NA,NA
"94","EELD1",2018-08-15 13:00:00,4.16,22.4126520550812,21.8,1450.83,NA,NA,NA
"95","EELD1",2018-08-15 14:00:00,4.24,22.2348836548094,21.69,1450.92,NA,NA,NA
"96","EELD1",2018-08-15 15:00:00,4.57,21.7032178380307,21.41,1451.64,NA,NA,NA
"97","EELD1",2018-08-15 16:00:00,4.49,20.9246570785646,20.66,1450.31,NA,NA,NA
"98","EELD1",2018-08-15 17:00:00,4.16,20.4105741728718,20.01,1448.23,NA,NA,NA
"99","EELD1",2018-08-15 18:00:00,4.24,20.5942417890053,20.22,1448.79,NA,NA,NA
"100","EELD1",2018-08-15 19:00:00,4.27,20.9533997926389,20.56,1449.41,NA,NA,NA
"101","EELD1",2018-08-15 20:00:00,3.94,21.8969254449674,21.21,1449.2,NA,NA,NA
"102","EELD1",2018-08-15 21:00:00,3.38,23.1159291602056,21.94,1448.36,NA,NA,NA
"103","EELD1",2018-08-15 22:00:00,2.78,24.1141005104485,22.42,1447.01,NA,NA,NA
"104","EELD1",2018-08-15 23:00:00,2.62,24.3767833158452,22.54,1446.68,NA,NA,NA
"105","EELD1",2018-08-16 00:00:00,2.47,24.6818015030671,22.7,1446.4,NA,NA,NA
"106","EELD1",2018-08-16 01:00:00,2.74,24.2148979884803,22.48,1446.98,NA,NA,NA
"107","EELD1",2018-08-16 02:00:00,2.85,24.0968105409697,22.45,1447.32,NA,NA,NA
"108","EELD1",2018-08-16 03:00:00,2.89,24.0902960112795,22.47,1447.49,NA,NA,NA
"109","EELD1",2018-08-16 04:00:00,2.78,24.2553598448085,22.54,1447.2,NA,NA,NA
"110","EELD1",2018-08-16 05:00:00,2.62,24.6372939565625,22.76,1447.01,NA,NA,NA
"111","EELD1",2018-08-16 06:00:00,2.62,24.7083962523936,22.82,1447.11,NA,NA,NA
"112","EELD1",2018-08-16 07:00:00,2.66,24.5946911547719,22.75,1447.14,NA,NA,NA
"113","EELD1",2018-08-16 08:00:00,2.7,24.5639962811937,22.75,1447.27,NA,NA,NA
"114","EELD1",2018-08-16 09:00:00,2.78,24.4320635710584,22.69,1447.43,NA,NA,NA
"115","EELD1",2018-08-16 10:00:00,2.89,24.1254912159879,22.5,1447.54,NA,NA,NA
"116","EELD1",2018-08-16 11:00:00,2.93,24.2830731535036,22.66,1447.9,NA,NA,NA
"117","EELD1",2018-08-16 12:00:00,2.97,24.2411955596621,22.65,1448.03,NA,NA,NA
"118","EELD1",2018-08-16 13:00:00,2.93,24.3534544129607,22.72,1447.99,NA,NA,NA
"119","EELD1",2018-08-16 14:00:00,2.81,24.4798924584905,22.75,1447.66,NA,NA,NA
"120","EELD1",2018-08-16 15:00:00,2.85,24.4494204745832,22.75,1447.78,NA,NA,NA
"121","EELD1",2018-08-16 16:00:00,2.89,24.3485273699831,22.69,1447.82,NA,NA,NA
"122","EELD1",2018-08-16 17:00:00,2.97,23.995360177967,22.44,1447.7,NA,NA,NA
"123","EELD1",2018-08-16 18:00:00,3,23.8327940733029,22.32,1447.65,NA,NA,NA
"124","EELD1",2018-08-16 19:00:00,3.08,23.7038098028596,22.26,1447.82,NA,NA,NA
"125","EELD1",2018-08-16 20:00:00,3.04,23.7332353945977,22.26,1447.69,NA,NA,NA
"126","EELD1",2018-08-16 21:00:00,2.97,23.960263731422,22.41,1447.66,NA,NA,NA
"127","EELD1",2018-08-16 22:00:00,2.97,24.0655702529999,22.5,1447.79,NA,NA,NA
"128","EELD1",2018-08-16 23:00:00,2.93,24.236165022155,22.62,1447.85,NA,NA,NA
"129","EELD1",2018-08-17 00:00:00,2.93,24.2009905993236,22.59,1447.81,NA,NA,NA
"130","EELD1",2018-08-17 01:00:00,2.93,24.0252043996584,22.44,1447.58,NA,NA,NA
"131","EELD1",2018-08-17 02:00:00,2.93,23.9198014953663,22.35,1447.44,NA,NA,NA
"132","EELD1",2018-08-17 03:00:00,2.97,23.7264339817128,22.21,1447.34,NA,NA,NA
"133","EELD1",2018-08-17 04:00:00,2.97,23.6563348273992,22.15,1447.25,NA,NA,NA
"134","EELD1",2018-08-17 05:00:00,2.97,23.6212938762186,22.12,1447.21,NA,NA,NA
"135","EELD1",2018-08-17 06:00:00,2.89,23.96129607062,22.36,1447.31,NA,NA,NA
"136","EELD1",2018-08-17 07:00:00,2.81,24.656632166443,22.9,1447.9,NA,NA,NA
"137","EELD1",2018-08-17 08:00:00,2.78,24.6442976874149,22.87,1447.72,NA,NA,NA
"138","EELD1",2018-08-17 09:00:00,2.74,24.6868613646904,22.88,1447.59,NA,NA,NA
"139","EELD1",2018-08-17 10:00:00,2.74,24.568774620063,22.78,1447.45,NA,NA,NA
"140","EELD1",2018-08-17 11:00:00,2.74,24.7931939841569,22.97,1447.74,NA,NA,NA
"141","EELD1",2018-08-17 12:00:00,2.74,24.7931939841569,22.97,1447.74,NA,NA,NA
"142","EELD1",2018-08-17 13:00:00,2.74,24.7931939841569,22.97,1447.74,NA,NA,NA
"143","EELD1",2018-08-17 14:00:00,2.74,24.7931939841569,22.97,1447.74,NA,NA,NA
"144","EELD1",2018-08-17 15:00:00,2.78,24.726888953208,22.94,1447.82,NA,NA,NA
"145","EELD1",2018-08-17 16:00:00,2.78,24.6442976874149,22.87,1447.72,NA,NA,NA
"146","EELD1",2018-08-17 17:00:00,2.78,24.6914888753428,22.91,1447.77,NA,NA,NA
"147","EELD1",2018-08-17 18:00:00,2.81,24.7037869428011,22.94,1447.94,NA,NA,NA
"148","EELD1",2018-08-17 19:00:00,2.81,24.7037869428011,22.94,1447.94,NA,NA,NA
"149","EELD1",2018-08-17 20:00:00,2.81,24.656632166443,22.9,1447.9,NA,NA,NA
"150","EELD1",2018-08-17 21:00:00,2.81,24.5505711463107,22.81,1447.75,NA,NA,NA
"151","EELD1",2018-08-17 22:00:00,2.85,24.6612615613863,22.93,1448.07,NA,NA,NA
"152","EELD1",2018-08-17 23:00:00,2.85,24.5200112786537,22.81,1447.88,NA,NA,NA
"153","EELD1",2018-08-18 00:00:00,2.85,24.5906249800926,22.87,1447.98,NA,NA,NA
"154","EELD1",2018-08-18 01:00:00,2.85,24.6612615613863,22.93,1448.07,NA,NA,NA
"155","EELD1",2018-08-18 02:00:00,2.89,24.677630636788,22.97,1448.25,NA,NA,NA
"156","EELD1",2018-08-18 03:00:00,2.93,24.6352078622558,22.96,1448.37,NA,NA,NA
"157","EELD1",2018-08-18 04:00:00,3.94,23.8575447173171,22.94,1451.75,NA,NA,NA
"158","EELD1",2018-08-18 05:00:00,3.94,23.6071929614126,22.72,1451.43,NA,NA,NA
"159","EELD1",2018-08-18 06:00:00,3.87,23.5552042683472,22.63,1451.04,NA,NA,NA
"160","EELD1",2018-08-18 07:00:00,3.9,23.3629584635926,22.48,1450.94,NA,NA,NA
"161","EELD1",2018-08-18 08:00:00,3.9,23.2265383569361,22.36,1450.77,NA,NA,NA
"162","EELD1",2018-08-18 09:00:00,3.94,23.1300731403652,22.3,1450.8,NA,NA,NA
"163","EELD1",2018-08-18 10:00:00,3.94,23.1981666819022,22.36,1450.89,NA,NA,NA
"164","EELD1",2018-08-18 11:00:00,3.94,23.1641171378335,22.33,1450.85,NA,NA,NA
"165","EELD1",2018-08-18 12:00:00,3.94,23.1981666819022,22.36,1450.89,NA,NA,NA
"166","EELD1",2018-08-18 13:00:00,3.94,23.1981666819022,22.36,1450.89,NA,NA,NA
"167","EELD1",2018-08-18 14:00:00,3.94,23.1981666819022,22.36,1450.89,NA,NA,NA
"168","EELD1",2018-08-18 15:00:00,3.94,23.1300731403652,22.3,1450.8,NA,NA,NA
"169","EELD1",2018-08-18 16:00:00,4.02,22.9718083372092,22.21,1450.92,NA,NA,NA
"170","EELD1",2018-08-18 17:00:00,4.16,22.9641781060483,22.29,1451.55,NA,NA,NA
"171","EELD1",2018-08-18 18:00:00,4.2,23.0375897305411,22.38,1451.8,NA,NA,NA
"172","EELD1",2018-08-18 19:00:00,4.2,23.1727832498896,22.5,1451.97,NA,NA,NA
"173","EELD1",2018-08-18 20:00:00,4.2,23.240412919958,22.56,1452.06,NA,NA,NA
"174","EELD1",2018-08-18 21:00:00,4.2,23.3080645045865,22.62,1452.15,NA,NA,NA
"175","EELD1",2018-08-18 22:00:00,4.2,23.3418985089018,22.65,1452.2,NA,NA,NA
"176","EELD1",2018-08-18 23:00:00,4.24,23.3473315198279,22.68,1452.36,NA,NA,NA
"177","EELD1",2018-08-19 00:00:00,4.24,23.3473315198279,22.68,1452.36,NA,NA,NA
"178","EELD1",2018-08-19 01:00:00,4.2,23.4095829297177,22.71,1452.28,NA,NA,NA
"179","EELD1",2018-08-19 02:00:00,4.24,23.3135331492926,22.65,1452.32,NA,NA,NA
"180","EELD1",2018-08-19 03:00:00,4.24,23.3135331492926,22.65,1452.32,NA,NA,NA
"181","EELD1",2018-08-19 04:00:00,4.24,23.2797402427264,22.62,1452.27,NA,NA,NA
"182","EELD1",2018-08-19 05:00:00,4.24,23.2797402427264,22.62,1452.27,NA,NA,NA
"183","EELD1",2018-08-19 06:00:00,4.27,23.1910245284844,22.56,1452.31,NA,NA,NA
"184","EELD1",2018-08-19 07:00:00,4.27,23.1572787837291,22.53,1452.26,NA,NA,NA
"185","EELD1",2018-08-19 08:00:00,4.31,23.1628763717733,22.56,1452.43,NA,NA,NA
"186","EELD1",2018-08-19 09:00:00,4.38,23.1473845294503,22.59,1452.72,NA,NA,NA
"187","EELD1",2018-08-19 10:00:00,4.42,23.1081424764942,22.58,1452.84,NA,NA,NA
"188","EELD1",2018-08-19 11:00:00,4.46,23.1137281552922,22.61,1453,NA,NA,NA
"189","EELD1",2018-08-19 12:00:00,4.49,23.1262870149886,22.64,1453.17,NA,NA,NA
"190","EELD1",2018-08-19 13:00:00,4.49,23.1262870149886,22.64,1453.17,NA,NA,NA
"191","EELD1",2018-08-19 14:00:00,4.42,23.2537889680525,22.71,1453.02,NA,NA,NA
"192","EELD1",2018-08-19 15:00:00,4.24,23.3811353519779,22.71,1452.41,NA,NA,NA
"193","EELD1",2018-08-19 16:00:00,4.27,23.359835186513,22.71,1452.53,NA,NA,NA
"194","EELD1",2018-08-19 17:00:00,4.24,23.4149446433998,22.74,1452.45,NA,NA,NA
"195","EELD1",2018-08-19 18:00:00,4.31,23.3989626936909,22.77,1452.74,NA,NA,NA
"196","EELD1",2018-08-19 19:00:00,4.53,23.5118779836637,23.01,1453.83,NA,NA,NA
"197","EELD1",2018-08-19 20:00:00,4.6,23.5403619847451,23.08,1454.16,NA,NA,NA
"198","EELD1",2018-08-19 21:00:00,4.57,23.6287893860579,23.14,1454.13,NA,NA,NA
"199","EELD1",2018-08-19 22:00:00,4.49,23.7644974541987,23.21,1453.98,NA,NA,NA
"200","EELD1",2018-08-19 23:00:00,4.46,23.8534390462621,23.27,1453.96,NA,NA,NA
"201","EELD1",2018-08-20 00:00:00,4.46,23.8534390462621,23.27,1453.96,NA,NA,NA
"202","EELD1",2018-08-20 01:00:00,4.42,23.9160776272107,23.3,1453.88,NA,NA,NA
"203","EELD1",2018-08-20 02:00:00,4.42,23.9610540809071,23.34,1453.93,NA,NA,NA
"204","EELD1",2018-08-20 03:00:00,4.42,23.9947926965318,23.37,1453.98,NA,NA,NA
"205","EELD1",2018-08-20 04:00:00,4.35,24.045760787329,23.37,1453.74,NA,NA,NA
"206","EELD1",2018-08-20 05:00:00,4.35,24.0795764731164,23.4,1453.79,NA,NA,NA
"207","EELD1",2018-08-20 06:00:00,4.35,24.1246724345239,23.44,1453.83,NA,NA,NA
"208","EELD1",2018-08-20 07:00:00,4.35,24.0795764731164,23.4,1453.79,NA,NA,NA
"209","EELD1",2018-08-20 08:00:00,4.35,24.1246724345239,23.44,1453.83,NA,NA,NA
"210","EELD1",2018-08-20 09:00:00,4.35,24.1246724345239,23.44,1453.83,NA,NA,NA
"211","EELD1",2018-08-20 10:00:00,4.35,24.1246724345239,23.44,1453.83,NA,NA,NA
"212","EELD1",2018-08-20 11:00:00,4.38,24.1027364492055,23.44,1453.95,NA,NA,NA
"213","EELD1",2018-08-20 12:00:00,4.42,24.1072935672592,23.47,1454.12,NA,NA,NA
"214","EELD1",2018-08-20 13:00:00,4.42,24.0622860552465,23.43,1454.07,NA,NA,NA
"215","EELD1",2018-08-20 14:00:00,4.49,23.9776662017727,23.4,1454.26,NA,NA,NA
"216","EELD1",2018-08-20 15:00:00,4.68,23.5504561392723,23.14,1454.49,NA,NA,NA
"217","EELD1",2018-08-20 16:00:00,4.97,22.8492944168999,22.69,1454.82,NA,NA,NA
"218","EELD1",2018-08-20 17:00:00,5.04,22.801374043115,22.69,1455.06,NA,NA,NA
"219","EELD1",2018-08-20 18:00:00,5.11,22.7865415360742,22.72,1455.34,NA,NA,NA
"220","EELD1",2018-08-20 19:00:00,5.15,22.7592796838729,22.72,1455.46,NA,NA,NA
"221","EELD1",2018-08-20 20:00:00,5.15,22.7592796838729,22.72,1455.46,NA,NA,NA
"222","EELD1",2018-08-20 21:00:00,5.18,22.6402988712512,22.63,1455.44,NA,NA,NA
"223","EELD1",2018-08-20 22:00:00,5.15,22.6277482360234,22.6,1455.28,NA,NA,NA
"224","EELD1",2018-08-20 23:00:00,5.11,22.589039857004,22.54,1455.08,NA,NA,NA
"225","EELD1",2018-08-21 00:00:00,5.11,22.5561414911906,22.51,1455.04,NA,NA,NA
"226","EELD1",2018-08-21 01:00:00,5.08,22.5434918678414,22.48,1454.88,NA,NA,NA
"227","EELD1",2018-08-21 02:00:00,5.04,22.5375708379009,22.45,1454.71,NA,NA,NA
"228","EELD1",2018-08-21 03:00:00,5,22.5646179889618,22.45,1454.59,NA,NA,NA
"229","EELD1",2018-08-21 04:00:00,4.93,22.6120733351619,22.45,1454.36,NA,NA,NA
"230","EELD1",2018-08-21 05:00:00,4.82,22.7533190208418,22.51,1454.08,NA,NA,NA
"231","EELD1",2018-08-21 06:00:00,4.82,22.7201384700419,22.48,1454.04,NA,NA,NA
"232","EELD1",2018-08-21 07:00:00,4.79,22.320460157593,22.1,1453.37,NA,NA,NA
"233","EELD1",2018-08-21 08:00:00,4.53,22.3404266543208,21.96,1452.31,NA,NA,NA
"234","EELD1",2018-08-21 09:00:00,4.42,22.6829925611092,22.2,1452.28,NA,NA,NA
"235","EELD1",2018-08-21 10:00:00,4.42,22.7500633103096,22.26,1452.36,NA,NA,NA
"236","EELD1",2018-08-21 11:00:00,4.38,22.844831645073,22.32,1452.33,NA,NA,NA
"237","EELD1",2018-08-21 12:00:00,4.35,22.54085675325,22.03,1451.78,NA,NA,NA
"238","EELD1",2018-08-21 13:00:00,4.38,22.0736562894715,21.63,1451.33,NA,NA,NA
"239","EELD1",2018-08-21 14:00:00,4.42,22.2364140892389,21.8,1451.7,NA,NA,NA
"240","EELD1",2018-08-21 15:00:00,4.42,22.5824274468328,22.11,1452.15,NA,NA,NA
"241","EELD1",2018-08-21 16:00:00,4.42,22.3256517337221,21.88,1451.82,NA,NA,NA
"242","EELD1",2018-08-21 17:00:00,4.46,22.2317722063928,21.82,1451.86,NA,NA,NA
"243","EELD1",2018-08-21 18:00:00,4.49,22.089203156538,21.71,1451.83,NA,NA,NA
"244","EELD1",2018-08-21 19:00:00,4.53,22.0624927907959,21.71,1451.95,NA,NA,NA
"245","EELD1",2018-08-21 20:00:00,4.53,22.0958247555134,21.74,1451.99,NA,NA,NA
"246","EELD1",2018-08-21 21:00:00,4.53,22.0624927907959,21.71,1451.95,NA,NA,NA
"247","EELD1",2018-08-21 22:00:00,4.49,21.7557831488872,21.41,1451.39,NA,NA,NA
"248","EELD1",2018-08-21 23:00:00,4.46,19.6969361512553,19.53,1448.57,NA,NA,NA
"249","EELD1",2018-08-22 00:00:00,4.42,19.9632026377295,19.75,1448.76,NA,NA,NA
"250","EELD1",2018-08-22 01:00:00,4.38,21.2498480573316,20.89,1450.26,NA,NA,NA
"251","EELD1",2018-08-22 02:00:00,4.31,20.3177250888377,20.01,1448.74,NA,NA,NA
"252","EELD1",2018-08-22 03:00:00,4.27,19.9878234449007,19.69,1448.16,NA,NA,NA
"253","EELD1",2018-08-22 04:00:00,4.24,19.8842004598856,19.58,1447.87,NA,NA,NA
"254","EELD1",2018-08-22 05:00:00,4.2,20.9422874314079,20.51,1449.09,NA,NA,NA
"255","EELD1",2018-08-22 06:00:00,4.2,20.4635693193926,20.08,1448.46,NA,NA,NA
"256","EELD1",2018-08-22 07:00:00,4.09,19.5640189591017,19.21,1446.82,NA,NA,NA
"257","EELD1",2018-08-22 08:00:00,4.02,19.5168520496388,19.13,1446.43,NA,NA,NA
"258","EELD1",2018-08-22 09:00:00,3.94,19.8211189491903,19.36,1446.51,NA,NA,NA
"259","EELD1",2018-08-22 10:00:00,3.9,19.4434993585674,19,1445.86,NA,NA,NA
"260","EELD1",2018-08-22 11:00:00,3.79,20.3163574661756,19.72,1446.5,NA,NA,NA
"261","EELD1",2018-08-22 12:00:00,3.64,21.9283710029772,21.06,1447.95,NA,NA,NA
"262","EELD1",2018-08-22 13:00:00,3.57,22.4320209440518,21.46,1448.29,NA,NA,NA
"263","EELD1",2018-08-22 14:00:00,3.61,22.0624602492012,21.16,1447.98,NA,NA,NA
"264","EELD1",2018-08-22 15:00:00,3.64,22.0762829067912,21.19,1448.15,NA,NA,NA
"265","EELD1",2018-08-22 16:00:00,3.68,22.083299673658,21.22,1448.31,NA,NA,NA
"266","EELD1",2018-08-22 17:00:00,3.72,22.0221545978779,21.19,1448.4,NA,NA,NA
"267","EELD1",2018-08-22 18:00:00,3.76,21.7571631901978,20.98,1448.22,NA,NA,NA
"268","EELD1",2018-08-22 19:00:00,3.79,21.3301913727278,20.62,1447.83,NA,NA,NA
"269","EELD1",2018-08-22 20:00:00,3.76,21.0448293837447,20.35,1447.3,NA,NA,NA
"270","EELD1",2018-08-22 21:00:00,3.76,20.7741320333874,20.11,1446.95,NA,NA,NA
"271","EELD1",2018-08-22 22:00:00,3.76,20.4137799195596,19.79,1446.47,NA,NA,NA
"272","EELD1",2018-08-22 23:00:00,3.76,19.5830173134273,19.05,1445.39,NA,NA,NA
"273","EELD1",2018-08-23 00:00:00,3.76,19.1913429962427,18.7,1444.88,NA,NA,NA
"274","EELD1",2018-08-23 01:00:00,3.72,19.5621919593649,19.01,1445.2,NA,NA,NA
